sense_time,magnet_x,magnet_y,magnet_z,brightness,sublat,sublong,image_path
1587473196.2013657,10.448518753051758,-10.219980239868164,62.623348236083984,120.5181884765625,49.73814787570653,-63.59438189018215,
1587473218.4810102,10.299482345581055,-10.017217636108398,62.35128402709961,112.2004508972168,50.118732846448815,-61.52908977952121,
1587473241.9158564,10.114873886108398,-9.920600891113281,62.74197006225586,106.05514526367188,50.475142362623835,-59.32142237561134,
1587473264.2156506,9.817997932434082,-10.054533958435059,62.6287956237793,136.58805084228516,50.77135400654895,-57.19019844889227,
1587473286.8467422,9.455493927001953,-10.137681007385254,62.1744384765625,112.06060791015625,51.02813838349016,-55.000395404756574,
1587473309.7821057,9.05334758758545,-10.246517181396484,62.07954406738281,134.32860565185547,51.242404832848045,-52.75746714925652,
1587473332.3597174,8.661995887756348,-10.32711124420166,62.17489242553711,119.77761459350586,51.40736756168219,-50.530511291130544,
1587473355.3923137,7.753302574157715,-10.481472969055176,62.11799621582031,133.81427001953125,51.52804675903256,-48.243647843794385,
1587473377.9128404,7.258775234222412,-10.598686218261719,61.80044937133789,120.16498184204102,51.599090971684454,-45.99789188997794,
1587473400.162123,7.027459621429443,-10.683283805847168,61.743080139160156,127.41163635253906,51.62344059607555,-43.77424867359942,
1587473424.096354,6.834428787231445,-11.004539489746094,61.55152130126953,137.1222267150879,51.598664084861326,-41.38221397342341,
1587473446.3969882,6.620405673980713,-11.044910430908203,61.27192306518555,121.88994598388672,51.52811847601885,-39.1582941343835,
1587473469.0314047,6.429504871368408,-10.96745777130127,60.750579833984375,109.19729995727539,51.40996986375597,-36.910799897423296,
1587473491.942964,6.065385818481445,-11.142842292785645,60.6717414855957,137.71399307250977,51.243057115913786,-34.65044099916137,
1587473514.4402068,5.820157527923584,-11.075047492980957,60.41108322143555,125.5045394897461,51.03346593104277,-32.44998969010963,
1587473537.5449064,5.718739986419678,-11.208395004272461,59.9158821105957,124.28379821777344,50.771838949980015,-30.21380283132038,
1587473560.0132902,5.157865047454834,-11.198779106140137,59.649658203125,131.39625549316406,50.473260645507494,-28.066235969464753,
1587473582.5790846,4.916672706604004,-11.377644538879395,59.348690032958984,105.18600845336914,50.130576394469614,-25.939659986475867,
1587473605.746142,4.857695579528809,-11.632226943969727,58.82371139526367,111.89763641357422,49.735327007579315,-23.791375954757388,
1587473628.0792286,4.625726222991943,-11.787705421447754,58.447731018066406,96.56972122192383,49.31384969427617,-21.756556733078455,
1587473650.7306097,4.1707916259765625,-12.100674629211426,57.96875762939453,135.21399307250977,48.847105302248764,-19.731303191332124,
1587473673.6273973,3.6694319248199463,-12.28404426574707,57.549583435058594,100.23739624023438,48.336504265560706,-17.72550202834199,
1587473696.1586905,3.482983112335205,-12.382810592651367,57.19934844970703,125.49087524414062,47.797394019277014,-15.793902332947582,
1587473719.2949748,3.1275553703308105,-12.336531639099121,56.93879699707031,99.1009407043457,47.20749107123052,-13.85522656157304,
1587473741.6943486,2.6965084075927734,-12.501781463623047,56.597747802734375,116.62185668945312,46.60272904664467,-12.022189057222855,
1587473764.2064292,2.6705563068389893,-12.375409126281738,55.95461654663086,115.71186447143555,45.963027189359615,-10.223912093106156,image0.jpg
1587473787.262149,2.1837172508239746,-12.775754928588867,55.54952621459961,113.20944595336914,45.276220932463566,-8.42805813859752,
1587473809.5726602,1.992601752281189,-12.885992050170898,55.26322937011719,121.51576232910156,44.5825400901679,-6.73432447680386,
1587473832.6181395,1.5464354753494263,-13.159072875976562,55.03097152709961,138.52468490600586,43.837383527192436,-5.0298251562177905,
1587473855.3571613,1.2368659973144531,-13.289962768554688,54.65666961669922,127.35549545288086,43.07518564223779,-3.392611736692809,
1587473877.893465,1.0324716567993164,-13.44748306274414,54.60346984863281,130.93097686767578,42.294542831429524,-1.8125900524092833,
1587473901.1243691,0.7585455775260925,-13.57264232635498,54.007530212402344,129.90719985961914,41.46497537559645,-0.2274743543458236,
1587473923.5919604,0.368892639875412,-13.695740699768066,53.593318939208984,127.06993865966797,40.63990559933184,1.264493731777088,
1587473946.1364355,0.0345202274620533,-13.960042953491211,52.8564567565918,119.34144592285156,39.790721840202494,2.722109354788994,
1587473969.3270001,-0.15674853324890137,-14.32058048248291,52.56916046142578,136.30730438232422,38.89614464384924,4.181521210830907,
1587473991.6954021,-0.37166905403137207,-14.283456802368164,51.854248046875,108.96234130859375,38.01417939179842,5.55201830458783,
1587474015.4621549,-0.5876501202583313,-14.478487968444824,51.443382263183594,122.98249816894531,37.05765237967316,6.969665047958996,
1587474037.8960738,-1.0031758546829224,-14.60571002960205,50.71232604980469,115.89920425415039,36.13746197393236,8.272737075550491,
1587474060.3936663,-1.461545705795288,-14.936341285705566,50.09519577026367,127.72832107543945,35.19875151025707,9.54664248783874,
1587474083.482039,-1.7259031534194946,-15.215106010437012,49.41574478149414,121.35592651367188,34.219725855005784,10.821241164327745,
1587474106.0483215,-1.519535779953003,-15.31142807006836,48.73912811279297,132.44777297973633,33.24841831351661,12.03629339785893,
1587474128.5377312,-1.9716352224349976,-15.355889320373535,48.40742874145508,114.6451644897461,32.26706356375835,13.21831398279029,
1587474151.6247337,-2.5359764099121094,-15.378856658935547,47.71620178222656,123.6666145324707,31.246616226285518,14.403079449994348,
1587474173.9612036,-3.126309871673584,-15.601214408874512,46.98291015625,132.80941772460938,30.24745858845562,15.523076794620113,
1587474197.2270944,-3.51961612701416,-15.967512130737305,46.127140045166016,124.90397644042969,29.19511426755883,16.663491282222342,
1587474219.4557676,-3.9759576320648193,-15.94352912902832,45.34931564331055,118.27002716064453,28.179220958715103,17.729424264472872,
